MW,FaultType,Rjb,VS30,PGA
4.02,Yanal Atımlı,69.5,499.0,0.0019406699508356618
4.02,Yanal Atımlı,242.05,750.25,2.4800275910158744e-05
4.02,Yanal Atımlı,105.37,698.72,0.0007805310224737836
4.02,Yanal Atımlı,87.79,503.0,0.0007002906680424636
4.02,Yanal Atımlı,166.75,586.0,0.0001713564171166636
4.02,Yanal Atımlı,278.79,895.0,1.9661744618675117e-05
4.02,Yanal Atımlı,13.03,217.84,0.017829513035169355
4.11,Normal Eğim Atımlı,138.71,348.0,0.0001040448654833577
4.11,Normal Eğim Atımlı,210.81,356.0,0.00010452075761230398
4.11,Normal Eğim Atımlı,204.08,310.0,0.00031052037552799976
4.11,Normal Eğim Atımlı,57.24,715.0,0.0005946307813083679
4.11,Normal Eğim Atımlı,189.8,927.0,6.066573040729008e-05
4.11,Normal Eğim Atımlı,27.93,1464.0,0.0009339745537595176
4.11,Normal Eğim Atımlı,321.91,760.0,2.9510643174285444e-05
4.11,Normal Eğim Atımlı,129.04,1242.0,0.00011183556948149368
4.11,Normal Eğim Atımlı,112.55,386.0,0.00018710712347457537
4.11,Normal Eğim Atımlı,185.98,726.0,0.00010069645110449524
4.11,Normal Eğim Atımlı,126.38,378.0,0.0004931604040375707
4.11,Normal Eğim Atımlı,168.29,303.0,0.0001328238180075396
4.11,Normal Eğim Atımlı,201.29,308.0,0.00024726955023617443
4.06,Yanal Atımlı,83.79,763.0,0.0010699326910945987
4.06,Yanal Atımlı,86.43,796.0,0.0005426530628974834
4.06,Yanal Atımlı,166.08,1029.0,8.164944512714095e-05
4.06,Yanal Atımlı,206.91,927.0,0.00011505195432203662
4.06,Yanal Atımlı,245.27,1242.0,0.0001412968665365584
4.06,Yanal Atımlı,70.83,805.0,0.01090601013614404
4.06,Yanal Atımlı,129.99,743.0,7.895120367828474e-05
4.06,Yanal Atımlı,141.67,981.0,0.00017980144509875331
4.06,Yanal Atımlı,110.41,1188.0,0.00018361035045565922
4.06,Yanal Atımlı,334.2,760.0,1.0492741378686507e-05
4.06,Yanal Atımlı,202.61,760.0,0.00021442968051557136
4.06,Yanal Atımlı,46.89,763.0,0.002709442022682534
4.06,Yanal Atımlı,72.94,704.1,0.0022158711163535053
4.06,Yanal Atımlı,219.02,1131.0,9.06722642810358e-05
4.06,Yanal Atımlı,88.37,827.0,0.002709323282960557
4.06,Yanal Atımlı,242.98,750.25,3.9787041988190076e-05
4.06,Yanal Atımlı,305.21,895.0,5.043108277818354e-05
4.11,Yanal Atımlı,9.17,257.55,0.005397082565488199
4.11,Yanal Atımlı,32.23,796.0,0.008551583498797255
4.11,Yanal Atımlı,7.38,370.0,0.09050133967378403
4.11,Yanal Atımlı,55.91,361.0,0.004906376915831022
4.11,Yanal Atımlı,117.36,805.0,0.0012459957961669093
4.11,Yanal Atımlı,89.16,388.0,0.0010860353269730501
4.11,Yanal Atımlı,57.0,1188.0,0.0027243644452625295
4.11,Yanal Atımlı,18.81,352.0,0.008162747746619748
4.11,Yanal Atımlı,39.24,763.0,0.005638310784427584
4.11,Yanal Atımlı,136.45,827.0,0.0010131866312914762
4.11,Yanal Atımlı,24.37,387.53,0.03042285141489806
4.11,Yanal Atımlı,16.48,318.0,0.02821015796177668
4.11,Yanal Atımlı,12.16,263.0,0.012903870098825376
4.11,Yanal Atımlı,23.3,360.32,0.014385419293758804
4.19,Yanal Atımlı,89.09,760.0,0.0013604228360958846
4.19,Yanal Atımlı,149.34,763.0,0.00017995451383558014
4.19,Yanal Atımlı,86.56,796.0,0.0007498371742197101
4.19,Yanal Atımlı,258.33,715.0,0.00012273065068653388
4.19,Yanal Atımlı,108.15,927.0,0.00028950818057403837
4.19,Yanal Atımlı,175.48,1464.0,0.0002533362069927037
4.19,Yanal Atımlı,109.94,1329.0,0.0006890628015565853
4.19,Yanal Atımlı,119.72,1242.0,0.0006779892810739783
4.19,Yanal Atımlı,162.49,805.0,0.00018894067931985955
4.19,Yanal Atımlı,235.83,743.0,6.863556366964579e-05
4.19,Yanal Atımlı,69.7,726.0,0.004457307264852344
4.19,Yanal Atımlı,157.05,981.0,0.00025880751883716594
4.19,Yanal Atımlı,74.47,1188.0,0.0008119259945066422
4.19,Yanal Atımlı,197.39,760.0,0.00019950776567883267
4.19,Yanal Atımlı,171.52,956.0,0.0007252265443837532
4.19,Yanal Atımlı,112.21,760.0,0.000746764170483306
4.19,Yanal Atımlı,89.49,763.0,0.0011630244900829602
4.19,Yanal Atımlı,80.26,704.1,0.00229173333558462
4.19,Yanal Atımlı,179.98,827.0,0.0003429553670516471
4.19,Yanal Atımlı,168.75,750.25,0.00010250641580081706
4.19,Yanal Atımlı,176.97,895.0,0.0002711813704790393
4.19,Yanal Atımlı,145.88,819.0,0.0006523369880056244
4.2,Ters Oblik Atımlı,90.8,461.0,0.0018941686176196459
4.2,Ters Oblik Atımlı,34.44,927.0,0.004360728947895905
4.2,Ters Oblik Atımlı,63.85,1242.0,0.002597009735585612
4.2,Ters Oblik Atımlı,63.88,273.32,0.00431762928620028
4.2,Ters Oblik Atımlı,40.88,760.0,0.004659756273301883
4.2,Ters Oblik Atımlı,53.76,414.77,0.001990219622703477
4.2,Ters Oblik Atımlı,101.47,416.52,0.0005162616690735523
4.2,Ters Oblik Atımlı,53.92,714.0,0.00018203289740464497
4.2,Ters Oblik Atımlı,134.06,465.0,0.00042855483488843057
4.2,Ters Oblik Atımlı,34.34,462.66,0.003085145957025985
4.2,Ters Oblik Atımlı,110.28,704.1,0.000994514993562817
4.2,Ters Oblik Atımlı,76.51,282.25,0.005153047800852389
4.2,Ters Oblik Atımlı,53.52,278.64,0.004284486962180693
4.2,Ters Oblik Atımlı,37.69,1131.0,0.010468006515980337
4.2,Ters Oblik Atımlı,97.87,750.25,0.0005349561981628401
4.2,Ters Oblik Atımlı,123.26,895.0,0.0005969775136115765
4.2,Ters Oblik Atımlı,196.3,819.0,0.0001576405296520219
4.2,Ters Oblik Atımlı,44.08,405.0,0.0025755433463002133
4.2,Ters Oblik Atımlı,63.58,274.73,0.011201667794459132
4.2,Ters Oblik Atımlı,10.58,402.6,0.03629756465766972
4.2,Ters Oblik Atımlı,6.42,423.0,0.1101882271554932
4.2,Ters Oblik Atımlı,13.88,488.0,0.01656951456799249
3.9,Yanal Atımlı,241.35,619.0,1.960612759445373e-05
3.9,Yanal Atımlı,208.65,681.24,4.1780917665843586e-06
3.9,Yanal Atımlı,174.87,652.2,0.00010510192293412142
3.9,Yanal Atımlı,36.92,668.72,0.0017119175759276496
3.9,Yanal Atımlı,221.62,611.0,5.5153158642547394e-05
3.9,Yanal Atımlı,79.72,617.51,0.0004850703894078982
3.9,Yanal Atımlı,195.05,679.0,4.251792815707275e-05
3.9,Yanal Atımlı,239.36,655.67,2.939482973857818e-05
3.9,Yanal Atımlı,104.55,680.05,0.00032446048013294316
3.9,Yanal Atımlı,51.69,639.74,0.00042915923948226955
3.9,Yanal Atımlı,116.69,699.0,0.0002544641008406687
3.9,Yanal Atımlı,145.97,698.72,0.0004071143812704238
3.9,Yanal Atımlı,58.14,660.0,0.0003113670257995859
4.29,Yanal Atımlı,48.93,191.14,0.0020055880308046566
4.29,Yanal Atımlı,77.75,511.0,0.002942451386199099
4.29,Yanal Atımlı,134.78,356.0,0.000684886597840387
4.29,Yanal Atımlı,79.76,763.0,0.001620491208862933
4.29,Yanal Atımlı,178.7,500.0,0.00025632477423694343
4.29,Yanal Atımlı,95.61,524.0,0.0011251585411828726
4.29,Yanal Atımlı,55.68,681.24,0.0001124831491195459
4.29,Yanal Atımlı,91.95,576.04,0.002310374956219455
4.29,Yanal Atımlı,74.56,805.0,0.010694487163563395
4.29,Yanal Atımlı,40.74,352.0,0.012755591055538003
6.3,Ters Eğim Atımlı,48.43,543.06,0.03392411649680652
6.3,Ters Eğim Atımlı,47.84,534.41,0.026009567724608572
6.3,Ters Eğim Atımlı,56.84,617.52,0.04684606450379904
6.3,Ters Eğim Atımlı,50.25,313.9,0.04068482151494461
6.3,Ters Eğim Atımlı,52.89,369.75,0.0678913677514336
6.3,Ters Eğim Atımlı,47.41,511.3,0.05281946836346235
6.3,Ters Eğim Atımlı,56.14,671.52,0.0431688095699893
6.3,Ters Eğim Atımlı,40.16,529.54,0.05662143212531806
6.3,Ters Eğim Atımlı,51.87,573.04,0.01858286533193953
6.3,Ters Eğim Atımlı,99.08,573.04,0.01706836413447478
6.3,Ters Eğim Atımlı,101.15,300.77,0.021146686724224675
6.3,Ters Eğim Atımlı,107.04,782.59,0.012613885849605148
6.3,Ters Eğim Atımlı,94.93,671.52,0.018687964537771364
6.3,Ters Eğim Atımlı,98.18,573.04,0.018119570369001577
6.3,Ters Eğim Atımlı,88.67,671.52,0.011915262355935643
6.3,Ters Eğim Atımlı,100.23,520.64,0.018095317756914937
6.3,Ters Eğim Atımlı,103.32,612.47,0.008485536722950706
6.3,Ters Eğim Atımlı,82.06,996.51,0.014814418068089108
6.3,Ters Eğim Atımlı,70.0,573.04,0.03488755784082629
6.3,Ters Eğim Atımlı,110.11,516.18,0.03829417770574138
6.3,Ters Eğim Atımlı,104.23,538.69,0.019087594065282296
6.3,Ters Eğim Atımlı,100.66,373.33,0.04711116066352961
6.3,Ters Eğim Atımlı,139.39,535.13,0.011044782992100705
6.3,Ters Eğim Atımlı,98.39,500.15,0.02256301222784981
6.3,Ters Eğim Atımlı,112.32,665.2,0.016059416810410645
6.3,Ters Eğim Atımlı,117.82,531.85,0.02027231621146434
6.3,Ters Eğim Atımlı,131.6,375.85,0.015091912181390933
6.3,Ters Eğim Atımlı,120.87,807.68,0.009872371648926917
6.3,Ters Eğim Atımlı,117.56,887.68,0.014248663547481392
6.3,Ters Eğim Atımlı,129.3,324.38,0.02684408430287202
6.3,Ters Eğim Atımlı,131.96,538.69,0.0181839999796002
6.3,Ters Eğim Atımlı,117.61,517.33,0.012814427821579433
6.3,Ters Eğim Atımlı,102.63,607.4,0.02609998074408677
6.3,Ters Eğim Atımlı,58.78,356.77,0.052501769551358934
6.3,Ters Eğim Atımlı,56.06,540.66,0.05525604984275477
6.3,Ters Eğim Atımlı,56.93,362.03,0.08205067255301446
6.3,Ters Eğim Atımlı,62.33,578.98,0.08127377970807621
6.3,Ters Eğim Atımlı,47.42,512.88,0.04147166247543616
6.3,Ters Eğim Atımlı,38.5,551.21,0.08309670983557893
6.3,Ters Eğim Atımlı,35.18,542.41,0.05232031402889799
6.3,Ters Eğim Atımlı,32.36,350.06,0.06969933060717082
6.3,Ters Eğim Atımlı,28.38,579.1,0.08775394520692788
6.3,Ters Eğim Atımlı,36.66,555.23,0.051570433899168426
6.3,Ters Eğim Atımlı,37.31,375.42,0.040908837269803947
6.3,Ters Eğim Atımlı,40.46,379.64,0.10812251109870923
6.3,Ters Eğim Atımlı,49.4,645.72,0.04897065587985625
6.3,Ters Eğim Atımlı,24.06,305.85,0.1935499601873377
6.3,Ters Eğim Atımlı,24.34,573.02,0.12381145009179925
6.3,Ters Eğim Atımlı,23.84,614.98,0.16854667944352983
6.3,Ters Eğim Atımlı,1.04,363.99,0.996981742126354
6.3,Ters Eğim Atımlı,109.5,354.63,0.017352456454162335
6.3,Ters Eğim Atımlı,81.0,999.66,0.010359976262491771
6.3,Ters Eğim Atımlı,41.15,538.69,0.030054849709456207
6.3,Ters Eğim Atımlı,86.05,589.85,0.03152762595683348
6.3,Ters Eğim Atımlı,82.35,346.56,0.05001956595058377
6.3,Ters Eğim Atımlı,37.01,535.13,0.05035400935403754
6.3,Ters Eğim Atımlı,34.02,714.27,0.07338461288187122
6.3,Ters Eğim Atımlı,45.07,575.54,0.08310890774937726
6.3,Ters Eğim Atımlı,36.58,535.13,0.12149651165354378
6.3,Ters Eğim Atımlı,23.63,397.57,0.18508080786232292
6.3,Ters Eğim Atımlı,48.68,599.64,0.05714489998903839
6.3,Ters Eğim Atımlı,22.69,511.18,0.3768642240908123
6.3,Ters Eğim Atımlı,32.11,652.85,0.08679918243744753
6.3,Ters Eğim Atımlı,37.7,303.96,0.09202047929833282
6.3,Ters Eğim Atımlı,98.04,537.92,0.024232905399609022
6.3,Ters Eğim Atımlı,87.46,667.36,0.021829978266177913
6.3,Ters Eğim Atımlı,123.99,506.64,0.013288046045554816
6.3,Ters Eğim Atımlı,109.53,313.96,0.022635396103669138
6.3,Ters Eğim Atımlı,76.64,533.97,0.030433345074087733
6.3,Ters Eğim Atımlı,101.23,573.04,0.019851690155172907
6.3,Ters Eğim Atımlı,72.0,398.81,0.0425315866882309
6.3,Ters Eğim Atımlı,75.94,527.54,0.049577115361378175
6.3,Ters Eğim Atımlı,84.45,671.52,0.020321949623569584
6.3,Ters Eğim Atımlı,91.9,704.96,0.028207334961034516
6.3,Ters Eğim Atımlı,96.53,573.04,0.026072653301536075
6.3,Ters Eğim Atımlı,105.87,616.17,0.013062777214288852
6.3,Ters Eğim Atımlı,57.97,510.62,0.04225683334462723
6.3,Ters Eğim Atımlı,64.12,734.26,0.035647847440483695
6.3,Ters Eğim Atımlı,68.28,670.8,0.021635757976075164
6.3,Ters Eğim Atımlı,104.39,538.69,0.016759713356453924
6.3,Ters Eğim Atımlı,65.87,728.01,0.02447275924862785
6.3,Ters Eğim Atımlı,84.03,845.34,0.038831317821295994
6.3,Ters Eğim Atımlı,84.4,539.98,0.02504301936135098
6.3,Ters Eğim Atımlı,86.78,528.12,0.0315671086994628
6.3,Ters Eğim Atımlı,106.55,373.54,0.023216004131443466
6.3,Ters Eğim Atımlı,117.6,573.04,0.02090058762240191
4.7,Normal Eğim Atımlı,3.77,525.95,0.21531901534667114
4.7,Normal Eğim Atımlı,4.0,477.35,0.20490292045678607
4.7,Normal Eğim Atımlı,5.25,466.87,0.18756993299814873
4.7,Normal Eğim Atımlı,6.14,535.24,0.09155449818999065
4.7,Normal Eğim Atımlı,4.0,477.35,0.12317365420948304
5.9,Ters Eğim Atımlı,25.49,314.88,0.11812229519110481
5.9,Ters Eğim Atımlı,25.51,309.41,0.1231591438618124
5.9,Ters Eğim Atımlı,26.06,306.78,0.17271666992751453
5.9,Ters Eğim Atımlı,25.53,306.78,0.1363176265482865
5.9,Ters Eğim Atımlı,24.96,306.38,0.2090255823387415
4.11,Normal Eğim Atımlı,24.85,760.0,0.0008321082553091575
4.11,Normal Eğim Atımlı,260.18,384.0,0.00016510467211563093
4.11,Normal Eğim Atımlı,136.08,282.0,0.0001596515007910981
4.11,Normal Eğim Atımlı,145.83,372.0,0.00015480764292427556
4.11,Normal Eğim Atımlı,148.91,1131.0,5.170457166798696e-05
4.11,Normal Eğim Atımlı,134.95,356.0,0.0003004620883366486
4.11,Normal Eğim Atımlı,216.37,225.0,0.0001402880096028524
4.11,Normal Eğim Atımlı,91.73,924.0,0.00024041152343833272
4.11,Normal Eğim Atımlı,100.81,895.0,0.00037622647384534226
4.11,Normal Eğim Atımlı,178.63,332.0,0.00028522942274549797
4.11,Normal Eğim Atımlı,120.57,396.0,0.00020786184391311454
4.11,Normal Eğim Atımlı,178.98,819.0,9.450471753034343e-05
4.11,Normal Eğim Atımlı,120.33,393.0,0.0007465608015320387
4.0,Yanal Atımlı,90.32,462.66,0.0005067106402318783
4.0,Yanal Atımlı,114.43,407.62,0.0008638341841427265
4.0,Yanal Atımlı,121.22,470.57,9.428376370361973e-05
4.0,Yanal Atımlı,120.9,480.79,0.000334135993287763
4.0,Yanal Atımlı,106.0,422.0,0.000784594608162846
4.0,Yanal Atımlı,53.54,760.0,0.0006820214205111157
4.0,Yanal Atımlı,37.23,760.0,0.0005297737133238399
4.0,Yanal Atımlı,134.74,719.52,0.00028383485693117403
4.0,Yanal Atımlı,167.63,429.01,0.0005742332660493469
4.0,Yanal Atımlı,155.22,432.0,0.00022085487273813996
4.0,Yanal Atımlı,55.51,760.0,0.0008010643091563249
4.0,Yanal Atımlı,23.0,741.53,0.0030197736725297315
4.0,Yanal Atımlı,74.48,760.0,0.0005121813594755768
4.0,Yanal Atımlı,59.15,760.0,0.0011841479046119196
4.0,Yanal Atımlı,23.79,760.0,0.001867150774490507
4.0,Yanal Atımlı,70.96,404.73,0.0028758345564340467
4.0,Yanal Atımlı,87.83,760.0,0.0005411876183600748
4.0,Yanal Atımlı,38.18,760.0,0.0022009847408576756
4.0,Yanal Atımlı,7.91,760.0,0.020741883526715743
4.0,Yanal Atımlı,8.76,760.0,0.01625406321988619
4.0,Yanal Atımlı,8.35,760.0,0.03816934886323973
4.0,Yanal Atımlı,19.16,242.8,0.018577334867750945
4.0,Yanal Atımlı,16.82,238.66,0.038067386453886125
4.0,Yanal Atımlı,51.82,260.78,0.0021917972615166943
4.0,Yanal Atımlı,51.46,286.85,0.0036275576543900166
4.0,Yanal Atımlı,29.27,407.1,0.01790972725042439
4.0,Yanal Atımlı,7.75,299.37,0.05320615607515065
4.0,Yanal Atımlı,21.02,462.66,0.003073094164823787
4.0,Yanal Atımlı,23.07,407.62,0.009369671898319555
4.0,Yanal Atımlı,7.03,258.1,0.03906655274241926
4.0,Yanal Atımlı,6.21,285.93,0.07695449775333885
4.0,Yanal Atımlı,2.54,414.77,0.04600285218358916
4.0,Yanal Atımlı,47.69,258.1,0.0018737409084000542
4.0,Yanal Atımlı,162.07,760.0,8.62821333979405e-05
4.0,Yanal Atımlı,19.79,480.79,0.011203620192216702
4.0,Yanal Atımlı,26.94,422.0,0.006389829039125217
4.0,Yanal Atımlı,147.26,760.0,1.944339048957254e-05
4.0,Yanal Atımlı,53.33,437.0,0.004649040107713299
4.0,Yanal Atımlı,41.63,719.52,0.004002105896421937
4.0,Yanal Atımlı,87.41,477.0,0.002292948433062604
4.0,Yanal Atımlı,63.24,429.01,0.003861500378398698
4.0,Yanal Atımlı,72.15,402.6,0.002721029767420011
4.0,Yanal Atımlı,33.58,723.35,0.006845169939398509
4.0,Yanal Atımlı,48.6,432.0,0.0015232440301924705
4.0,Yanal Atımlı,75.16,710.29,0.0007877402878521385
4.0,Yanal Atımlı,54.01,760.0,0.000548520368397282
4.0,Yanal Atımlı,90.53,741.53,0.0006755637046272173
4.0,Yanal Atımlı,55.34,760.0,0.002399788025125994
4.0,Yanal Atımlı,54.5,404.73,0.004756829982648912
4.0,Yanal Atımlı,33.66,760.0,0.0021747691334646165
4.0,Yanal Atımlı,71.33,760.0,0.0007108688869906883
4.0,Yanal Atımlı,33.3,470.57,0.0012088705001099167
4.0,Yanal Atımlı,10.04,490.24,0.025343888530613548
4.0,Yanal Atımlı,4.16,410.46,0.018900662331052448
4.0,Yanal Atımlı,58.9,760.0,0.00048730212047043257
4.11,Ters Eğim Atımlı,214.7,763.0,6.405752279506287e-05
4.11,Ters Eğim Atımlı,172.92,288.06,0.000772950311925896
4.11,Ters Eğim Atımlı,95.66,373.3,0.0011207650213598788
4.11,Ters Eğim Atımlı,159.94,1464.0,0.00016733484188623121
4.11,Ters Eğim Atımlı,54.67,392.7,0.00490983301479654
4.11,Ters Eğim Atımlı,107.06,396.06,0.0008836976166213474
4.11,Ters Eğim Atımlı,34.1,335.43,0.009103832289140527
4.11,Ters Eğim Atımlı,61.08,351.22,0.0015177557377051981
4.11,Ters Eğim Atımlı,296.99,743.0,3.164769704259695e-05
4.11,Ters Eğim Atımlı,128.03,726.0,0.0009881645688382074
4.11,Ters Eğim Atımlı,179.26,760.0,0.0002512171565039498
4.11,Ters Eğim Atımlı,49.51,383.09,0.00360944312350663
4.11,Ters Eğim Atımlı,32.14,371.33,0.03760193432903325
4.11,Ters Eğim Atımlı,22.89,365.0,0.016074738842913903
4.11,Ters Eğim Atımlı,378.0,308.0,6.978639482341813e-05
4.11,Ters Eğim Atımlı,187.27,760.0,0.00011168288592340368
4.11,Ters Eğim Atımlı,225.27,956.0,0.0001977922087328012
4.11,Ters Eğim Atımlı,42.36,760.0,0.004519457373833674
4.11,Ters Eğim Atımlı,67.08,318.11,0.0015570332888488736
4.11,Ters Eğim Atımlı,54.24,278.64,0.0028576730163412836
4.11,Ters Eğim Atımlı,47.31,355.87,0.005734384246479987
4.11,Ters Eğim Atımlı,38.2,393.0,0.0023174089675692764
4.11,Ters Eğim Atımlı,208.94,356.0,0.000538178559200132
4.11,Ters Eğim Atımlı,85.47,377.62,0.002093293261732818
4.11,Ters Eğim Atımlı,74.93,368.74,0.00244522277175322
4.11,Ters Eğim Atımlı,111.7,383.09,0.000371365161218187
4.11,Ters Eğim Atımlı,71.62,277.66,0.0009414838235846328
4.11,Ters Eğim Atımlı,33.56,374.5,0.028767941362560407
4.29,Yanal Atımlı,120.03,417.99,0.0022582018255167184
4.29,Yanal Atımlı,50.66,786.0,0.004288136440375134
4.29,Yanal Atımlı,75.38,408.2,0.0033378038018753615
4.29,Yanal Atımlı,180.5,462.66,0.0002897736326214654
4.29,Yanal Atımlı,78.14,704.1,0.002361775355779751
4.29,Yanal Atımlı,141.37,355.87,0.0011493952304760492
4.29,Yanal Atımlı,91.65,827.0,0.0011404399611811443
4.29,Yanal Atımlı,89.68,499.0,0.004247566802532807
4.29,Yanal Atımlı,44.14,503.0,0.008840002793507655
4.29,Yanal Atımlı,63.95,242.0,0.009379886657295684
4.06,Yanal Atımlı,183.31,927.0,7.172592142342962e-05
4.06,Yanal Atımlı,338.02,1464.0,4.458162384884606e-06
4.06,Yanal Atımlı,48.7,805.0,0.0014814200702356272
4.06,Yanal Atımlı,237.7,743.0,2.127767208437051e-05
4.06,Yanal Atımlı,272.02,943.0,6.369329310060832e-06
4.06,Yanal Atımlı,246.16,726.0,2.745327869563124e-05
4.06,Yanal Atımlı,255.5,981.0,1.3222662973092825e-05
4.06,Yanal Atımlı,201.3,1188.0,2.4427257130099563e-05
4.06,Yanal Atımlı,364.44,760.0,4.3133703875276e-06
4.06,Yanal Atımlı,172.61,714.0,3.122693430261767e-05
4.06,Yanal Atımlı,123.95,763.0,0.0002252008099818915
4.06,Yanal Atımlı,132.05,786.0,0.00021887359302209117
4.06,Yanal Atımlı,105.08,704.1,0.001295688115030006
4.06,Yanal Atımlı,216.31,1131.0,1.8772361254248225e-05
4.06,Yanal Atımlı,38.45,827.0,0.00140073343687283
4.06,Yanal Atımlı,185.94,750.25,5.797119010077333e-05
4.06,Yanal Atımlı,136.81,1100.0,8.666346359250823e-05
4.06,Yanal Atımlı,322.99,819.0,1.4155900560896859e-05
3.9,Yanal Atımlı,54.16,688.28,0.006650460694232218
3.9,Yanal Atımlı,42.75,613.05,0.0016500952214862786
3.9,Yanal Atımlı,17.26,652.29,0.004087830671223181
3.9,Yanal Atımlı,60.95,690.97,0.0023144494324096737
3.9,Yanal Atımlı,47.65,635.15,0.0020272606402711862
3.9,Yanal Atımlı,44.69,627.87,0.0009213462006314456
3.9,Yanal Atımlı,85.83,664.57,0.0007309501313288753
3.9,Yanal Atımlı,118.93,643.8,3.266968116541697e-05
3.96,Yanal Atımlı,108.35,365.78,0.00011801733414549746
3.96,Yanal Atımlı,48.29,688.28,0.0013830081895652244
3.96,Yanal Atımlı,23.86,462.66,0.0012018461587612452
3.96,Yanal Atımlı,61.75,387.23,0.0007903375797565051
3.96,Yanal Atımlı,42.92,361.42,0.00046690715432669267
3.96,Yanal Atımlı,25.53,364.45,0.002566661461339867
3.96,Yanal Atımlı,38.63,518.85,0.0010624646814275992
3.96,Yanal Atımlı,33.46,526.07,0.002233438520103737
3.96,Yanal Atımlı,40.95,470.57,0.0008832997835764764
3.96,Yanal Atımlı,40.22,521.55,0.0003144571486758092
3.96,Yanal Atımlı,35.1,490.24,0.0003268471715416396
3.96,Yanal Atımlı,40.89,410.46,0.00031280349423900303
3.96,Yanal Atımlı,47.4,613.05,0.0008270456209450238
3.96,Yanal Atımlı,67.54,552.56,0.00023427652018128065
3.96,Yanal Atımlı,63.43,391.84,0.00029721771284089044
3.96,Yanal Atımlı,55.97,501.27,0.0004210655612919798
3.96,Yanal Atımlı,27.56,489.62,0.001216273143083596
3.96,Yanal Atımlı,37.96,655.67,0.0008214200902937608
3.96,Yanal Atımlı,42.53,652.29,0.0009854542817624215
3.96,Yanal Atımlı,26.68,422.0,0.004813832708513259
3.96,Yanal Atımlı,73.96,522.09,0.00016619659751923322
3.96,Yanal Atımlı,27.23,760.0,0.0025317474300419343
3.96,Yanal Atımlı,94.2,507.06,0.0002787000119503406
3.96,Yanal Atımlı,72.69,760.0,0.0009210026851041098
3.96,Yanal Atımlı,82.89,760.0,0.0011076199757748414
3.96,Yanal Atımlı,100.25,385.47,0.000510752093142035
3.96,Yanal Atımlı,97.21,437.0,0.00023313873296322942
3.96,Yanal Atımlı,83.8,719.52,0.0004410572287120346
3.96,Yanal Atımlı,113.46,504.27,0.0001938693936313053
3.96,Yanal Atımlı,115.6,690.97,0.00014111182824869784
3.96,Yanal Atımlı,126.11,477.0,0.00019147416185987077
3.96,Yanal Atımlı,71.59,635.15,0.0005705702420994719
3.96,Yanal Atımlı,107.24,429.01,0.0003431750930885428
3.96,Yanal Atımlı,55.66,602.34,0.0005871455171368423
3.96,Yanal Atımlı,92.58,391.55,0.00011290724450742742
3.96,Yanal Atımlı,75.77,723.35,0.00067748206376037
3.96,Yanal Atımlı,92.38,432.0,0.00017784515351780043
3.96,Yanal Atımlı,77.73,535.12,0.0009521294934342701
3.96,Yanal Atımlı,121.79,760.0,0.00013509633933726702
3.96,Yanal Atımlı,62.59,760.0,0.000806422485587065
3.96,Yanal Atımlı,74.49,652.29,0.00018261262712586444
3.96,Yanal Atımlı,22.9,652.29,0.0024803991322701474
3.96,Yanal Atımlı,59.27,427.38,0.0011984727623525744
3.96,Yanal Atımlı,32.95,760.0,0.001979845644651446
3.96,Yanal Atımlı,37.11,760.0,0.0009934127640888303
3.96,Yanal Atımlı,67.47,506.29,0.001965741551255009
3.96,Yanal Atımlı,56.47,560.63,0.0026102862394139117
3.96,Yanal Atımlı,67.73,741.53,0.0006744759157994672
3.96,Yanal Atımlı,37.1,760.0,0.0024638585114263867
3.96,Yanal Atımlı,33.0,403.94,0.0018038739993018055
3.96,Yanal Atımlı,47.79,760.0,0.0012718618457286035
3.96,Yanal Atımlı,12.5,652.29,0.010220189583409284
3.96,Yanal Atımlı,19.2,627.87,0.007131912606367945
3.96,Yanal Atımlı,37.09,664.57,0.00120530808786833
3.96,Yanal Atımlı,25.7,760.0,0.0035503291999347724
3.96,Yanal Atımlı,50.86,760.0,0.00210940492864022
3.96,Yanal Atımlı,26.39,453.67,0.00122085040929618
3.96,Yanal Atımlı,54.45,560.63,0.0008468877804541107
3.96,Yanal Atımlı,45.59,760.0,0.0006593685197736998
3.96,Yanal Atımlı,38.24,268.81,0.000813241808176541
3.96,Yanal Atımlı,77.13,360.27,8.798435525393136e-05
3.9,Normal Oblik Atımlı,102.08,687.89,0.0006086023267712752
3.9,Normal Oblik Atımlı,215.84,644.0,0.00014713365753361805
3.9,Normal Oblik Atımlı,227.8,686.73,0.00048503623501488006
3.9,Normal Oblik Atımlı,250.37,643.8,4.5553072478703346e-05
3.97,Yanal Atımlı,172.91,511.0,0.000510602541308619
3.97,Yanal Atımlı,61.07,399.9,0.004779288240266144
3.97,Yanal Atımlı,32.32,500.0,0.004653770125693603
3.97,Yanal Atımlı,27.0,265.59,0.012863451118176784
3.97,Yanal Atımlı,110.6,461.0,0.0012550308873100853
3.97,Yanal Atımlı,48.89,927.0,0.004911340753797677
3.97,Yanal Atımlı,87.15,505.0,0.002326534667813865
3.97,Yanal Atımlı,42.21,267.92,0.006197794112868107
3.97,Yanal Atımlı,12.6,481.14,0.014639997343369713
3.97,Yanal Atımlı,18.68,392.7,0.020092643200317412
3.97,Yanal Atımlı,63.03,434.29,0.0015853478454665808
3.97,Yanal Atımlı,129.37,611.0,0.0008350892060512937
3.97,Yanal Atımlı,143.45,655.67,0.0005519362319710675
