MW,FaultType,Rjb,VS30,PGA
4.11,Normal Eğim Atımlı,121.63,680.05,0.00015819388878983285
4.11,Normal Eğim Atımlı,179.42,416.52,4.265187317621584e-05
4.11,Normal Eğim Atımlı,215.25,462.66,6.142021735813054e-05
4.11,Normal Eğim Atımlı,174.56,405.0,0.0001222727833552913
3.48,Ters Oblik Atımlı,90.38,505.0,0.000720072418882837
3.48,Ters Oblik Atımlı,9.49,419.23,0.004345015458726163
4.41,Yanal Atımlı,109.41,361.0,0.0013508347987897151
4.41,Yanal Atımlı,58.46,511.0,0.0014835003903627731
4.41,Yanal Atımlı,190.42,356.0,0.00011143724609895922
4.41,Yanal Atımlı,118.37,763.0,0.00015713667688598356
4.41,Yanal Atımlı,70.66,619.0,0.0004974225350584953
4.41,Yanal Atımlı,7.58,625.0,0.0099664776656857
4.41,Yanal Atımlı,137.39,576.04,0.0002080112978232673
4.41,Yanal Atımlı,89.4,611.0,0.0022316349756965922
4.41,Yanal Atımlı,77.18,805.0,0.0002505623974187069
4.41,Yanal Atımlı,49.47,238.0,0.0030459917429605746
4.41,Yanal Atımlı,120.71,559.0,0.00012106671995412282
4.41,Yanal Atımlı,65.9,655.67,0.0014632908158484321
4.41,Yanal Atımlı,126.45,338.28,0.0008173473586409452
4.41,Yanal Atımlı,108.38,786.0,0.00010288353465720353
4.41,Yanal Atımlı,104.25,465.0,0.0008243265641002054
4.41,Yanal Atımlı,107.02,763.0,5.548620745599757e-05
4.41,Yanal Atımlı,126.31,704.1,0.00018523899565334507
4.41,Yanal Atımlı,177.1,420.96,0.00041539655965119643
4.41,Yanal Atımlı,63.25,253.0,0.0034828133823271152
4.41,Yanal Atımlı,34.4,503.0,0.0027629549595254463
4.41,Yanal Atımlı,102.25,439.0,0.001129798423639589
4.41,Yanal Atımlı,83.65,827.0,0.0009048398245132947
4.41,Yanal Atımlı,192.08,302.09,0.0005351926138385694
4.41,Yanal Atımlı,28.71,242.0,0.003988840738735988
3.56,Normal Oblik Atımlı,13.24,361.0,0.00803289515490215
3.56,Normal Oblik Atımlı,46.58,499.0,0.004402518802665079
3.56,Normal Oblik Atımlı,63.53,341.0,0.0005034555375233149
3.56,Normal Oblik Atımlı,95.1,356.0,0.00046610047808940297
3.56,Normal Oblik Atımlı,59.41,370.0,0.0006309754726871243
3.56,Normal Oblik Atımlı,53.58,396.06,0.001094501174567378
3.56,Normal Oblik Atımlı,79.56,238.0,0.001262267828047796
3.56,Normal Oblik Atımlı,184.28,434.29,8.12404999803054e-05
3.56,Normal Oblik Atımlı,73.03,417.99,0.001249131161210447
3.56,Normal Oblik Atımlı,45.13,338.28,0.004890525616924407
3.56,Normal Oblik Atımlı,132.03,500.0,0.00047346941153295216
3.56,Normal Oblik Atımlı,232.75,401.0,6.743995072032601e-05
3.56,Normal Oblik Atımlı,60.1,352.0,0.0007249305155404689
3.56,Normal Oblik Atımlı,135.22,414.77,0.0002821452964974784
3.56,Normal Oblik Atımlı,98.7,489.0,0.0005772853520312636
3.56,Normal Oblik Atımlı,122.26,388.68,0.00045151441317045464
3.56,Normal Oblik Atımlı,41.25,408.2,0.001957719087262465
3.56,Normal Oblik Atımlı,27.76,465.0,0.0032688885664642927
3.56,Normal Oblik Atımlı,133.28,462.66,0.0002872273292674289
3.56,Normal Oblik Atımlı,89.58,360.0,0.001676920737895757
3.56,Normal Oblik Atımlı,94.47,355.87,0.0013496522664718383
3.56,Normal Oblik Atımlı,93.81,309.0,0.00011812471029314739
3.56,Normal Oblik Atımlı,100.23,420.96,0.00013092454395463823
3.56,Normal Oblik Atımlı,58.35,253.0,0.000950910824504927
3.56,Normal Oblik Atımlı,111.96,302.09,0.00015437055281798404
3.56,Yanal Atımlı,55.67,361.0,0.0022474990895346987
3.56,Yanal Atımlı,88.58,499.0,0.0012052243834055798
3.56,Yanal Atımlı,104.14,341.0,0.00031498528227829947
3.56,Yanal Atımlı,137.42,356.0,0.00045006912674354816
3.56,Yanal Atımlı,78.51,370.0,0.000556495221974358
3.56,Yanal Atımlı,95.41,396.06,0.0006059615598423468
3.56,Yanal Atımlı,61.54,238.0,0.0016074082733123654
3.56,Yanal Atımlı,88.66,179.0,0.00012138276420089467
3.56,Yanal Atımlı,109.62,417.99,0.00045872825426264077
3.56,Yanal Atımlı,82.56,338.28,0.0005783096628466189
3.56,Yanal Atımlı,260.93,355.87,0.0008232696419175067
3.56,Yanal Atımlı,67.05,489.0,0.001800913256260037
3.56,Yanal Atımlı,46.51,465.0,0.0027970654786102986
3.56,Yanal Atımlı,126.3,360.0,0.0007890815139863942
3.56,Yanal Atımlı,130.88,355.87,0.0004450923146337735
3.56,Yanal Atımlı,121.47,420.96,0.0002645802670374531
3.56,Yanal Atımlı,51.29,253.0,0.003092985574543512
3.56,Yanal Atımlı,135.88,302.09,0.00019569157041878426
3.56,Yanal Atımlı,146.97,440.67,7.944850567612962e-05
3.56,Yanal Atımlı,78.52,242.0,0.00048326203039461937
4.06,Yanal Atımlı,110.0,361.0,0.0004586022279629374
4.06,Yanal Atımlı,371.01,348.0,9.494895144234084e-06
4.06,Yanal Atımlı,143.45,499.0,0.0002709055565386764
4.06,Yanal Atımlı,54.09,511.0,0.0017361379818765328
4.06,Yanal Atımlı,160.23,341.0,0.000162667694029546
4.06,Yanal Atımlı,191.38,356.0,8.869660879763103e-05
4.06,Yanal Atımlı,71.37,619.0,0.0015921558715764484
4.06,Yanal Atımlı,88.54,210.25,0.0008481236510208284
4.06,Yanal Atımlı,108.14,370.0,0.0006193117978594709
4.06,Yanal Atımlı,129.05,652.2,0.000497738026586125
4.06,Yanal Atımlı,226.83,477.0,2.5808656468905932e-05
4.06,Yanal Atımlı,136.97,576.04,0.00027660636081198493
4.06,Yanal Atımlı,270.38,668.72,1.8653564282731597e-05
4.06,Yanal Atımlı,86.59,611.0,0.0021685801141150493
4.06,Yanal Atımlı,54.08,238.0,0.006543009009464867
4.06,Yanal Atımlı,234.57,393.26,6.429277555682286e-05
4.06,Yanal Atımlı,204.92,244.74,0.0003809090900980574
4.06,Yanal Atımlı,298.29,679.0,8.273076491849933e-06
4.06,Yanal Atımlı,271.41,434.29,7.271898758625563e-05
4.06,Yanal Atımlı,144.43,622.32,0.000509925752445638
4.06,Yanal Atımlı,64.63,655.67,0.0012909042229677808
4.06,Yanal Atımlı,330.02,378.0,2.0601495487949415e-05
4.06,Yanal Atımlı,60.92,196.0,0.002069136235303582
4.06,Yanal Atımlı,183.43,698.72,0.00021583648703164162
4.06,Yanal Atımlı,128.44,338.28,0.00029973407950323235
4.06,Yanal Atımlı,225.7,500.0,4.6161232655660315e-05
4.06,Yanal Atımlı,148.96,244.0,0.0005933137015454556
4.06,Yanal Atımlı,268.74,401.0,3.6531930807445694e-05
4.06,Yanal Atımlı,220.43,414.77,0.00018522397739698823
4.06,Yanal Atımlı,324.66,416.52,1.1236499631557864e-05
4.06,Yanal Atımlı,78.74,489.0,0.0015543092757353055
4.06,Yanal Atımlı,214.6,388.68,0.00014272850536332959
4.06,Yanal Atımlı,103.29,465.0,0.0007812552578391073
4.06,Yanal Atımlı,245.19,529.99,9.810495916282724e-05
4.06,Yanal Atımlı,188.01,355.87,0.00011525307834795565
4.06,Yanal Atımlı,70.37,309.0,0.0009695096979954868
4.06,Yanal Atımlı,175.12,420.96,0.00024278884077784548
4.06,Yanal Atımlı,66.75,253.0,0.003120779986419424
4.06,Yanal Atımlı,39.44,503.0,0.003289026914935206
4.06,Yanal Atımlı,190.23,302.09,0.00037598309525223344
4.06,Yanal Atımlı,202.62,440.67,0.0001268089425011107
4.06,Yanal Atımlı,239.16,586.0,7.203003272587068e-05
4.06,Yanal Atımlı,33.84,242.0,0.005935419116925016
4.26,Yanal Atımlı,135.04,375.0,0.0004197116743908013
4.26,Yanal Atımlı,212.12,347.0,0.00012100270379346901
4.26,Yanal Atımlı,52.29,361.0,0.015514027404837196
4.26,Yanal Atımlı,277.48,348.0,3.6061256000450126e-05
4.26,Yanal Atımlı,54.78,499.0,0.009718576656836756
4.26,Yanal Atımlı,139.47,511.0,0.0006024236576243085
4.26,Yanal Atımlı,71.58,341.0,0.002763031504164904
4.26,Yanal Atımlı,23.03,796.0,0.014444260382591107
4.26,Yanal Atımlı,78.07,356.0,0.000793347474826636
4.26,Yanal Atımlı,72.73,763.0,0.0006369375090680795
4.26,Yanal Atımlı,26.57,524.0,0.005866324055002761
4.26,Yanal Atımlı,155.21,1029.0,0.0004344984360770013
4.26,Yanal Atımlı,69.9,619.0,0.0015942216675071286
4.26,Yanal Atımlı,235.06,461.0,0.0001898497840814416
4.26,Yanal Atımlı,60.41,681.24,0.00012215324882478568
4.26,Yanal Atımlı,30.61,370.0,0.0034346298399830543
4.26,Yanal Atımlı,106.73,652.2,0.0043974121380377625
4.26,Yanal Atımlı,211.48,505.0,0.00017770095846947478
4.26,Yanal Atımlı,256.22,895.0,4.841108429120339e-05
4.26,Yanal Atımlı,330.25,715.0,3.964470658486452e-05
4.26,Yanal Atımlı,174.87,927.0,0.00021003345273689142
4.26,Yanal Atımlı,249.63,1464.0,3.6075515331315783e-05
4.26,Yanal Atımlı,211.05,432.0,0.00023200014042840575
4.26,Yanal Atımlı,112.93,477.0,0.00034757321608489916
4.26,Yanal Atımlı,140.23,1329.0,0.00011622745707486678
4.26,Yanal Atımlı,34.71,396.06,0.0042326265032896215
4.26,Yanal Atımlı,78.62,576.04,0.0036785316951293175
4.26,Yanal Atımlı,208.87,668.72,7.088854687049242e-05
4.26,Yanal Atımlı,118.93,611.0,0.001126842629516034
4.26,Yanal Atımlı,131.99,372.0,0.0005154586349153246
4.26,Yanal Atımlı,198.07,1242.0,0.00010270065573354437
4.26,Yanal Atımlı,124.38,805.0,0.0005534646081481995
4.26,Yanal Atımlı,193.92,393.26,9.981065416702768e-05
4.26,Yanal Atımlı,156.43,743.0,0.00016951936227018434
4.26,Yanal Atımlı,166.96,679.0,9.311383923284443e-05
4.26,Yanal Atımlı,111.93,943.0,0.0003143033820506073
4.26,Yanal Atımlı,124.45,559.0,0.0015537249580038289
4.26,Yanal Atımlı,200.31,434.29,0.00036899729969432023
4.26,Yanal Atımlı,105.75,726.0,0.0002641366420934438
4.26,Yanal Atımlı,102.11,981.0,0.000750357345654942
4.26,Yanal Atımlı,96.72,622.32,0.005602175748354478
4.26,Yanal Atımlı,65.35,388.0,0.002161432228329357
4.26,Yanal Atımlı,275.44,623.0,5.663278496153972e-05
4.26,Yanal Atımlı,94.65,655.67,0.001082106671759975
4.26,Yanal Atımlı,92.22,417.99,0.002219868540485999
4.26,Yanal Atımlı,167.27,448.0,0.000160646928604222
4.26,Yanal Atımlı,231.38,378.0,0.00021710264734194282
4.26,Yanal Atımlı,265.2,303.0,7.883902484239642e-05
4.26,Yanal Atımlı,66.71,682.03,0.00033389348580327227
4.26,Yanal Atımlı,119.5,365.0,0.0004913087953384307
4.26,Yanal Atımlı,479.73,308.0,8.146526084779941e-06
4.26,Yanal Atımlı,268.64,760.0,3.0445154171066373e-05
4.26,Yanal Atımlı,85.8,698.72,0.00234780582275018
4.26,Yanal Atımlı,125.79,335.43,0.002277381932496247
4.26,Yanal Atımlı,16.67,338.28,0.04080569323452758
4.26,Yanal Atımlı,139.49,500.0,0.0003989175384708599
4.26,Yanal Atımlı,175.79,401.0,0.00032926714112823345
4.26,Yanal Atımlı,104.76,419.0,0.0006767877152415298
4.26,Yanal Atımlı,41.93,352.0,0.0010523179355251197
4.26,Yanal Atımlı,158.67,414.77,0.000715025185693553
4.26,Yanal Atımlı,245.34,416.52,3.809789749644985e-05
4.26,Yanal Atımlı,155.99,489.0,0.00047692023186156617
4.26,Yanal Atımlı,134.6,388.68,0.0009430947472374767
4.26,Yanal Atımlı,29.7,786.0,0.003544528160952597
4.26,Yanal Atımlı,32.38,408.2,0.018320538431977337
4.26,Yanal Atımlı,84.15,465.0,0.0031957880008761093
4.26,Yanal Atımlı,195.44,1312.0,0.00012932646199509984
4.26,Yanal Atımlı,37.48,763.0,0.002763232556841181
4.26,Yanal Atımlı,129.95,699.0,0.0006473432392878834
4.26,Yanal Atımlı,149.42,462.66,0.00036413076198761347
4.26,Yanal Atımlı,203.74,529.99,0.0003348339367902244
4.26,Yanal Atımlı,65.67,704.1,0.003725962511440589
4.26,Yanal Atımlı,165.36,371.97,0.0006113566279698046
4.26,Yanal Atımlı,108.53,355.87,0.0015928874031014056
4.26,Yanal Atımlı,173.55,1131.0,0.00012850419404898816
4.26,Yanal Atımlı,225.95,750.25,6.414253587285118e-05
4.26,Yanal Atımlı,139.61,420.96,0.0007112551068002044
4.26,Yanal Atımlı,109.29,503.0,0.0003738428494972319
4.26,Yanal Atımlı,149.05,439.0,0.0006703400214200552
4.26,Yanal Atımlı,143.82,827.0,0.0006534306220031703
4.26,Yanal Atımlı,146.53,302.09,0.0005865038070347455
4.26,Yanal Atımlı,146.31,440.67,0.0007441613381036736
4.26,Yanal Atımlı,224.26,356.0,0.00013235063303229796
4.26,Yanal Atımlı,243.94,482.0,0.00031506507880165016
4.26,Yanal Atımlı,102.35,393.0,0.0009390056942403279
4.26,Yanal Atımlı,146.38,586.0,0.0006014657298420252
4.26,Yanal Atımlı,32.84,1100.0,0.0012446805247799332
4.26,Yanal Atımlı,174.47,819.0,9.489072117356892e-05
4.26,Yanal Atımlı,127.79,374.5,0.0010218993617258257
4.26,Yanal Atımlı,188.11,405.0,0.00029118135489931355
4.26,Yanal Atımlı,161.56,342.64,0.0008770152537311595
3.74,Yanal Atımlı,87.91,347.0,0.0005171255069822991
3.74,Yanal Atımlı,279.22,361.0,3.9527424861354176e-05
3.74,Yanal Atımlı,48.98,348.0,0.0005031885574238846
3.74,Yanal Atımlı,222.4,356.0,5.346375457821869e-05
3.74,Yanal Atımlı,74.73,310.0,0.00047096021712728564
3.74,Yanal Atımlı,153.15,393.26,6.842980677752934e-05
3.74,Yanal Atımlı,137.02,257.0,0.0005152808123724869
3.74,Yanal Atımlı,83.76,378.0,0.00081771135697551
3.74,Yanal Atımlı,34.42,303.0,0.002344518817055715
3.74,Yanal Atımlı,95.06,259.0,0.0006477325840646355
3.74,Yanal Atımlı,91.47,370.36,0.0007009032398751343
3.74,Yanal Atımlı,179.83,365.0,5.3461989454658345e-05
3.74,Yanal Atımlı,180.29,335.43,0.00020884012086677694
3.74,Yanal Atımlı,69.87,355.87,0.0005229959930753772
3.74,Yanal Atımlı,91.84,297.0,0.0003922317444788094
3.74,Yanal Atımlı,167.72,388.68,0.0001271930908445109
3.74,Yanal Atımlı,133.49,384.0,0.0005156649198148832
3.74,Yanal Atımlı,84.43,394.66,0.0003712034838573717
3.74,Yanal Atımlı,162.2,282.0,0.00019242343519571624
3.74,Yanal Atımlı,93.8,282.25,0.0007826641387366742
3.74,Yanal Atımlı,195.77,355.87,6.0753246443955574e-05
3.74,Yanal Atımlı,138.38,278.64,0.00025158533936364414
3.74,Yanal Atımlı,101.08,313.0,0.0004487784371255375
3.74,Yanal Atımlı,61.73,249.0,0.0003842944622593071
3.74,Yanal Atımlı,85.59,225.0,0.0003814884629243196
3.74,Yanal Atımlı,46.3,351.22,0.000853873402814785
3.74,Yanal Atımlı,36.67,332.0,0.0013906079354694407
3.74,Yanal Atımlı,50.04,373.46,0.0010041860287749974
3.74,Yanal Atımlı,111.52,393.0,0.0001966471611074515
3.74,Yanal Atımlı,150.58,342.64,0.00024423095613345167
3.74,Yanal Atımlı,92.46,383.69,0.0006313661688513647
4.66,Ters Eğim Atımlı,20.15,423.11,0.011411514984324014
4.66,Ters Eğim Atımlı,51.16,347.0,0.004232102300048968
4.66,Ters Eğim Atımlı,200.06,361.0,0.0004044554192731011
4.66,Ters Eğim Atımlı,92.36,348.0,0.002157974210490619
4.66,Ters Eğim Atımlı,174.97,499.0,0.00028670596651918494
4.66,Ters Eğim Atımlı,254.04,511.0,0.00010103900934688543
4.66,Ters Eğim Atımlı,251.26,527.95,5.227665511640928e-05
4.66,Ters Eğim Atımlı,155.87,341.0,0.00048593814715353436
4.66,Ters Eğim Atımlı,242.75,796.0,7.896386934604965e-05
4.66,Ters Eğim Atımlı,31.08,460.09,0.0069733535870213845
4.66,Ters Eğim Atımlı,155.23,356.0,0.0006713826924763551
4.66,Ters Eğim Atımlı,299.97,763.0,2.3584791083450367e-05
4.66,Ters Eğim Atımlı,143.48,402.0,0.0013608012123744306
4.66,Ters Eğim Atımlı,498.58,470.57,1.189827645879856e-05
4.66,Ters Eğim Atımlı,232.91,619.0,6.290556258535488e-05
4.66,Ters Eğim Atımlı,27.26,300.47,0.01513105018510099
4.66,Ters Eğim Atımlı,41.51,461.0,0.008488551457710018
4.66,Ters Eğim Atımlı,200.65,681.24,1.3946562999176533e-05
4.66,Ters Eğim Atımlı,512.06,521.55,4.021376302958976e-06
4.66,Ters Eğim Atımlı,252.21,370.0,0.0001744490929769771
4.66,Ters Eğim Atımlı,48.44,399.0,0.002104844219742851
4.66,Ters Eğim Atımlı,48.09,333.0,0.005724772332276317
4.66,Ters Eğim Atımlı,33.28,383.99,0.02077131425548706
4.66,Ters Eğim Atımlı,41.3,351.4,0.015464191834632967
4.66,Ters Eğim Atımlı,165.11,652.2,0.0003347825323734797
4.66,Ters Eğim Atımlı,564.82,760.0,3.344183463866778e-06
4.66,Ters Eğim Atımlı,156.59,310.0,0.0005674841421199803
4.66,Ters Eğim Atımlı,16.35,421.05,0.04252839209461689
4.66,Ters Eğim Atımlı,100.23,505.0,0.0019361800809968325
4.66,Ters Eğim Atımlı,110.65,895.0,0.0007727033987654642
4.66,Ters Eğim Atımlı,260.19,715.0,0.00010151528746395786
4.66,Ters Eğim Atımlı,53.61,927.0,0.0025643839647161754
4.66,Ters Eğim Atımlı,177.01,432.0,0.0005822602132337827
4.66,Ters Eğim Atımlı,443.07,760.0,1.0177025498641536e-05
4.66,Ters Eğim Atımlı,242.01,580.0,0.0001511797875175779
4.66,Ters Eğim Atımlı,298.45,477.0,0.00011928849316363252
4.66,Ters Eğim Atımlı,295.57,625.0,3.932181122748544e-05
4.66,Ters Eğim Atımlı,191.48,396.06,0.00017464268420892988
4.66,Ters Eğim Atımlı,164.39,576.04,0.0003184089608000535
4.66,Ters Eğim Atımlı,25.0,668.72,0.012272213888328578
4.66,Ters Eğim Atımlı,211.19,611.0,0.00013407451040839193
4.66,Ters Eğim Atımlı,160.72,372.0,0.0005915710466379673
4.66,Ters Eğim Atımlı,225.97,805.0,6.185180346360161e-05
4.66,Ters Eğim Atımlı,17.45,308.5,0.022434042149662752
4.66,Ters Eğim Atımlı,132.43,489.0,0.00046555638912776186
4.66,Ters Eğim Atımlı,70.49,393.26,0.0011887527412149466
4.66,Ters Eğim Atımlı,78.88,351.22,0.00116200070702031
4.66,Ters Eğim Atımlı,47.9,366.77,0.0033678158811786133
4.66,Ters Eğim Atımlı,377.04,743.0,1.6142335771814438e-05
4.66,Ters Eğim Atımlı,198.62,679.0,0.00026091682844757257
4.66,Ters Eğim Atımlı,5.21,449.95,0.20173571973337123
4.66,Ters Eğim Atımlı,9.9,392.97,0.05953133287331383
4.66,Ters Eğim Atımlı,9.96,397.99,0.03173252241695716
4.66,Ters Eğim Atımlı,275.53,943.0,4.3190952762934043e-05
4.66,Ters Eğim Atımlı,179.96,559.0,0.00017488236282910293
4.66,Ters Eğim Atımlı,25.84,434.29,0.0055818144936391305
4.66,Ters Eğim Atımlı,216.37,726.0,0.0002514206592991515
4.66,Ters Eğim Atımlı,34.38,413.39,0.013784653191282227
4.66,Ters Eğim Atımlı,32.22,412.25,0.010724958850453844
4.66,Ters Eğim Atımlı,319.14,981.0,3.505318717292337e-05
4.66,Ters Eğim Atımlı,150.96,644.0,0.0001532212397250786
4.66,Ters Eğim Atımlı,473.36,391.55,6.4900293527841605e-06
4.66,Ters Eğim Atımlı,10.34,373.07,0.04188690417040148
4.66,Ters Eğim Atımlı,10.09,525.79,0.028093634434332524
4.66,Ters Eğim Atımlı,151.85,622.32,0.001069816283955395
4.66,Ters Eğim Atımlı,183.51,388.0,0.00043547274344824384
4.66,Ters Eğim Atımlı,200.42,623.0,0.0002588961244775209
4.66,Ters Eğim Atımlı,229.92,655.67,9.91249691919246e-05
4.66,Ters Eğim Atımlı,49.65,383.09,0.0030294932804763803
4.66,Ters Eğim Atımlı,13.37,380.06,0.026905469051986177
4.66,Ters Eğim Atımlı,60.73,344.72,0.002019425903724546
4.66,Ters Eğim Atımlı,38.72,396.33,0.0061990362963635194
4.66,Ters Eğim Atımlı,44.18,419.23,0.012099742467022521
4.66,Ters Eğim Atımlı,138.37,417.99,0.0004959979197175932
4.66,Ters Eğim Atımlı,326.51,448.0,7.566113022873766e-05
4.66,Ters Eğim Atımlı,155.73,511.0,0.0003779737866554902
4.66,Ters Eğim Atımlı,80.08,378.0,0.0020835793576156132
4.66,Ters Eğim Atımlı,45.74,427.41,0.007037427424663823
4.66,Ters Eğim Atımlı,45.17,505.0,0.004824696160049768
6.93,Ters Oblik Atımlı,22.35,333.85,0.39452168293268747
4.66,Ters Eğim Atımlı,109.05,680.05,0.0005972168115801915
4.66,Ters Eğim Atımlı,432.8,710.29,1.2483951269530013e-05
4.66,Ters Eğim Atımlı,61.6,442.02,0.004399710843802408
4.66,Ters Eğim Atımlı,59.08,303.0,0.005011197304501243
4.66,Ters Eğim Atımlı,34.66,320.88,0.008734971617543231
4.66,Ters Eğim Atımlı,35.3,373.87,0.02612177532550483
4.66,Ters Eğim Atımlı,31.39,307.46,0.019298473599646426
4.66,Ters Eğim Atımlı,36.33,357.97,0.018102861010814632
4.66,Ters Eğim Atımlı,28.34,394.19,0.014798841508963125
4.66,Ters Eğim Atımlı,11.04,370.36,0.05606961960975028
4.66,Ters Eğim Atımlı,42.69,424.54,0.004404723349848711
4.66,Ters Eğim Atımlı,20.81,425.25,0.011521389094308115
4.66,Ters Eğim Atımlı,114.27,365.0,0.0007276536788033164
4.66,Ters Eğim Atımlı,34.61,349.54,0.012730086753916459
4.66,Ters Eğim Atımlı,369.62,308.0,0.00016046099135917739
4.66,Ters Eğim Atımlı,220.11,760.0,6.87095054064574e-05
4.66,Ters Eğim Atımlı,125.58,522.0,0.0007160193766089855
4.66,Ters Eğim Atımlı,140.72,698.72,0.0006710833299596259
4.66,Ters Eğim Atımlı,213.42,338.28,0.00026280550800445563
4.66,Ters Eğim Atımlı,13.7,328.43,0.03228536069689879
4.66,Ters Eğim Atımlı,24.17,355.87,0.03765254282808529
4.66,Ters Eğim Atımlı,72.7,474.0,0.004299790094353738
4.66,Ters Eğim Atımlı,51.35,760.0,0.0037773218801011397
4.66,Ters Eğim Atımlı,308.28,956.0,5.373558393997408e-05
4.66,Ters Eğim Atımlı,87.63,500.0,0.0006239058329922072
4.66,Ters Eğim Atımlı,369.48,401.0,6.540190134308023e-05
4.66,Ters Eğim Atımlı,195.27,419.0,0.0003787603571351152
4.66,Ters Eğim Atımlı,29.02,315.84,0.043021229267419185
4.66,Ters Eğim Atımlı,27.35,306.67,0.01710027305454284
4.66,Ters Eğim Atımlı,22.49,303.1,0.018025457880966576
4.66,Ters Eğim Atımlı,10.91,347.18,0.03442460474234375
4.66,Ters Eğim Atımlı,8.44,308.76,0.11893164181153901
4.66,Ters Eğim Atımlı,10.43,348.59,0.1611713464591039
4.66,Ters Eğim Atımlı,16.78,398.81,0.025947983414918434
4.66,Ters Eğim Atımlı,74.26,414.77,0.001816915444263362
4.66,Ters Eğim Atımlı,636.62,760.0,2.805424734331684e-06
4.66,Ters Eğim Atımlı,34.57,416.52,0.002637573819134185
4.66,Ters Eğim Atımlı,28.29,401.26,0.012108290060874275
4.66,Ters Eğim Atımlı,21.45,508.08,0.017301865566480543
4.66,Ters Eğim Atımlı,91.57,388.68,0.0009651880465629741
4.66,Ters Eğim Atımlı,218.43,786.0,8.723401538906712e-05
4.66,Ters Eğim Atımlı,197.13,408.2,0.00013058099164579812
4.66,Ters Eğim Atımlı,192.49,465.0,0.00010765772800965103
4.66,Ters Eğim Atımlı,15.19,471.92,0.04241831267439649
4.66,Ters Eğim Atımlı,212.84,384.0,0.00028617997875843797
4.66,Ters Eğim Atımlı,41.61,714.0,0.0002251003690120476
4.66,Ters Eğim Atımlı,212.8,763.0,5.34787713862239e-05
4.66,Ters Eğim Atımlı,18.56,371.58,0.03932382224757975
4.66,Ters Eğim Atımlı,39.68,402.06,0.0077036593047486055
4.66,Ters Eğim Atımlı,107.78,699.0,0.0007578479310751992
4.66,Ters Eğim Atımlı,48.32,386.27,0.021670527158673826
4.66,Ters Eğim Atımlı,77.42,462.66,0.0007918918380701054
4.66,Ters Eğim Atımlı,14.32,394.66,0.02091317884059085
4.66,Ters Eğim Atımlı,63.57,529.99,0.0037076430289230988
4.66,Ters Eğim Atımlı,178.85,704.1,0.00014999121552971027
4.66,Ters Eğim Atımlı,61.96,371.97,0.0010827671847125817
4.66,Ters Eğim Atımlı,123.63,360.0,0.000833307850607403
4.66,Ters Eğim Atımlı,118.67,355.87,0.0005453147554473196
4.66,Ters Eğim Atımlı,303.08,309.0,5.2504544822805574e-05
4.66,Ters Eğim Atımlı,25.49,750.25,0.005239610361114327
4.66,Ters Eğim Atımlı,300.74,503.0,3.46801896651388e-05
4.66,Ters Eğim Atımlı,373.25,643.8,1.2000925624717453e-05
4.66,Ters Eğim Atımlı,153.14,442.0,0.0013728193646287518
4.66,Ters Eğim Atımlı,216.27,439.0,0.00010028414170705157
4.66,Ters Eğim Atımlı,232.21,827.0,8.641666581163612e-05
4.66,Ters Eğim Atımlı,97.49,854.0,0.0015190431346775969
4.66,Ters Eğim Atımlı,99.81,485.0,0.0010281046113366189
4.66,Ters Eğim Atımlı,50.03,489.62,0.008429720597069168
4.66,Ters Eğim Atımlı,16.05,388.68,0.015224102981883595
4.66,Ters Eğim Atımlı,97.31,313.0,0.0030798914097646007
4.66,Ters Eğim Atımlı,31.22,367.76,0.05447386843259818
4.66,Ters Eğim Atımlı,33.73,377.62,0.021461820972207276
4.66,Ters Eğim Atımlı,125.33,440.0,0.0010102832799384735
4.66,Ters Eğim Atımlı,104.49,302.09,0.0006005244113562911
4.66,Ters Eğim Atımlı,91.72,440.67,0.0008273336511369824
4.66,Ters Eğim Atımlı,20.44,315.84,0.06264187133512283
4.66,Ters Eğim Atımlı,276.85,356.0,0.00023093152974180462
4.66,Ters Eğim Atımlı,4.44,350.8,0.1903731609535704
4.66,Ters Eğim Atımlı,9.53,364.84,0.1712620543096275
4.66,Ters Eğim Atımlı,32.69,377.93,0.021682218403552275
4.66,Ters Eğim Atımlı,210.43,924.0,9.196020495714436e-05
4.66,Ters Eğim Atımlı,126.54,393.0,0.0005769317352454188
4.66,Ters Eğim Atımlı,24.4,319.73,0.03770386151671049
4.66,Ters Eğim Atımlı,48.11,351.22,0.006736728520592117
4.66,Ters Eğim Atımlı,309.15,333.15,1.8108000780041952e-05
4.66,Ters Eğim Atımlı,307.41,331.92,1.4310072890100875e-05
4.66,Ters Eğim Atımlı,15.3,420.81,0.023586795653954457
4.66,Ters Eğim Atımlı,85.88,586.0,0.001112500617129631
4.66,Ters Eğim Atımlı,117.26,332.0,0.0017347403998241723
4.66,Ters Eğim Atımlı,25.38,468.19,0.011646881078006741
4.66,Ters Eğim Atımlı,307.26,396.0,0.00013157620506478365
4.66,Ters Eğim Atımlı,275.58,819.0,0.00013123566675355447
4.66,Ters Eğim Atımlı,28.45,365.47,0.014354112414484428
4.66,Ters Eğim Atımlı,19.25,304.04,0.016389092707940395
4.66,Ters Eğim Atımlı,174.93,393.0,0.00023617703805554427
4.66,Ters Eğim Atımlı,120.77,374.5,0.0011273419624830657
4.66,Ters Eğim Atımlı,49.25,405.0,0.003278974343895098
4.66,Ters Eğim Atımlı,68.62,342.64,0.002145567836177514
